Time (s),X (km),Y (km),Z (km),VX (km/s),VY (km/s),VZ (km/s),Resid Range (km),Resid Rate (km/s),Resid Az (deg),Resid El (deg),P_xx,P_yy,P_zz,P_vxvx,P_vyvy,P_vzvz,dx (km),dy (km),dz (km),dvx (km/s),dvy (km/s),dvz (km/s)
0.0,1.4120992961058805,1.8988339535175646e-05,-9.733619083334843e-06,-3.281712939858308e-05,1.4120748546984159,1.4120851140196433,1.1987620135563384,-0.05095482372555979,-0.25363477800822265,-0.13321400192763438,-1.0599643398052292,0.7356454561813333,-0.05079912345772523,0.8059336735604545,-0.6583917775720193,-1.1506103893336026,-0.024835707650709082,-0.0699677718293001,0.033758913748719,0.0001907807557877,8.634936049656261e-05,4.237596820200196e-05
5.405405405405405,1.4120649277311021,0.008911254469552257,0.008896904664180433,-0.008913678345466629,1.412067324337885,1.4120564288868516,-1.940615576447392,0.45214188424897384,-0.2403216669648353,-0.02487313479832954,-0.5883641822313505,-1.725763715694536,-0.5162209516520526,1.1252345098962904,-0.2738281739157036,0.4378133846280221,0.006913215058375499,-0.046231684145638496,0.007225933535778495,8.603850107790495e-05,3.120348893936864e-06,4.534141083745169e-05
10.81081081081081,1.4119889922266704,0.017797590336703827,0.01778634591401711,-0.017804621873711082,1.4119846614701421,1.4119396155906403,-0.34595771181085183,-1.6340285201361682,2.1889476312042073,0.06995386396573207,-0.892055564046581,0.6679945286645776,-0.18860818518813444,0.5294449509262688,-0.5747623920276336,1.1062036790840024,-0.03238442690417287,-0.0029815184960071406,0.03962099604999736,4.136055334220956e-05,-1.8016872047610377e-06,0.00017956431726329214
16.216216216216218,1.4118580490074417,0.02668548667778827,0.02669126779426513,-0.02666264486837724,1.4118560379631264,1.4118358036967835,-0.05180374664777984,-0.9598169452015258,0.772737557760254,0.9331871280136906,-0.5074118409673727,-0.2429278516622809,0.6886907642013711,-2.0012256785031766,0.1549888927720419,0.7556248888461127,-0.07615149282082712,0.032346838885274565,0.0153980764819579,-0.0001887687657340098,-4.726303458468806e-05,3.3009019170471277e-05
21.62162162162162,1.4116446218470866,0.035601652056708205,0.03556554583782151,-0.035582714165729626,1.411615205392257,1.411666205240604,0.007378297114406193,-0.20696084532504003,2.4324676795426354,-0.7237815068378528,-0.18154736145196695,0.6609950992576572,1.2455898561048242,-0.14864422865435797,1.2754549274010485,1.0802967369857859,0.011707668736562482,-0.03491116568068264,0.09468073334767269,-5.565531245341204e-05,0.00013668583632764353,-7.328290818175986e-05
27.027027027027025,1.4113930392735823,0.04449282772071753,0.04449119320877579,-0.04451111943340316,1.4114117129467814,1.4113653630550005,0.17657825568166854,-0.9273961439436414,-0.5244625024597698,-0.820739675756894,0.844624572152706,0.7277187954111314,0.5460411147467812,-1.1855953534622683,-0.7538095348751005,-0.19787942160200206,0.01170684784756304,-0.019674269271092726,-0.010664685368652727,0.00013354815690991284,-5.92567273844935e-05,0.0001274232119072849
32.432432432432435,1.4111038779920302,0.053393769964984655,0.05338193563901001,-0.053373253251130424,1.4110233255699052,1.411114899914176,0.618571190959315,-0.8580601605423057,-0.11532788271362819,1.2165980242107106,-0.28599790103631134,1.5258058003087107,0.08245958723400051,-0.19755709941146002,1.0730069082516132,-0.44903444109600316,-0.07896064077522169,-0.04475966100145001,-6.0273768127672156e-05,-4.860362894176795e-05,0.0002704391631604963,-0.00010484826510470668
37.83783783783784,1.4107323373053877,0.062281713268691204,0.06226190199975452,-0.062300241781325844,1.410710895708271,1.4107377938635994,-0.04537593367115697,-0.40371510675829975,-1.3538237133714504,-0.44544272736808915,-1.5202357827581012,1.2814178197615547,1.4633109651941605,1.0284021067470202,-0.7647691337091165,-0.7155241654168318,-0.038371736457520456,-0.031758590084081106,0.04085443155344137,0.00015473039889390972,6.298845523655672e-05,-4.877748210851962e-05
43.24324324324324,1.4103006438229264,0.07117683232957428,0.07117220179096298,-0.07114375574704684,1.4102951661177214,1.4102885970036347,-0.3873493147654001,0.5712989681557412,-0.8348946836339594,-1.228300149697679,1.1402963786434397,1.2748082737567143,-0.32751677662506934,0.32881159717741765,-0.8327698527269723,-0.044075284783054836,0.023473719296816853,-0.05247763576591069,-0.032962283421596794,-0.00010826910538869194,4.882738424516475e-05,7.342333219728658e-05
48.648648648648646,1.4098358128827193,0.08004056253476978,0.08006256357510064,-0.08005713560606031,1.4098476446100061,1.4098280948836004,-0.4279882350847808,-0.3967448666610187,1.8577500878092184,-0.46743537149267206,-0.7895949651410729,1.3680630594758838,1.0013826461444564,1.2026500415915216,0.8851293478917424,-0.06645116249568896,-0.027128002178869792,0.02676176057804014,-0.046878506881341764,4.711246518179779e-05,-6.333268260672043e-05,1.4152963733415902e-05
