Time (s),X (km),Y (km),Z (km),VX (km/s),VY (km/s),VZ (km/s),P_xx,P_yy,P_zz,P_vxvx,P_vyvy,P_vzvz,Resid Range (km),Resid Rate (km/s),Resid Az (deg),Resid El (deg),Pos Error (m),Vel Error (m/s),Pos 1sig (m)
0.0,7000.024835707651,0.06996777182930011,-0.03375891374871908,-0.0001907807557877391,5.759206348252201,5.759250321644496,19.42959320883456,28.92592541155188,24.834873681402197,2.8827010780066747e-05,2.1607526347563894e-05,1.9109101563328615e-05,0.011748140575856918,1.1736369721935847e-05,-0.002242409555481863,-0.001434232164589291,56.65583717091719,0.0396910864134158,124.72526235310178
5.405405405405405,6999.854636015724,31.177338317430348,31.123880699748934,-0.05131265424441475,5.759175666048928,5.7591334449869835,21.84534583131105,16.111595188148996,22.48174869812202,3.0367063512052228e-05,2.3472502684731736e-05,2.716425201259987e-05,-0.01878980944753827,0.0005274386518599967,-0.0021083471865458022,-0.00032655903740309936,92.03941434746558,0.027063003798794533,69.10640487917766
10.81081081081081,6999.478586826784,62.263963320591145,62.22136080604514,-0.10249256565020032,5.758838858946425,5.758657492941957,20.289699082128777,28.573728249444727,24.13812521273169,2.7493449560677722e-05,2.2013094694774287e-05,3.055376586207321e-05,-0.003277950558774631,-0.0016110027678851676,0.02235427434756961,0.0006429487858758167,39.33563895589917,0.08261655410248889,67.29687832730119
16.216216216216218,6998.830127430133,93.35604725178524,93.37299601418856,-0.15348297298517327,5.758314786749383,5.758234514695628,22.26002090629431,23.831379710741373,28.573658637588498,1.5287511545191153e-05,2.55520902347306e-05,2.877592486901972e-05,-0.0004166002338133474,-0.0009198981704461537,0.008093109039313009,0.009468614616461798,24.10049209127662,0.034807980721804965,73.8863591014839
21.62162162162162,6997.7731895570005,124.54702334635576,124.41743144732739,-0.20483054424368802,5.757333522457473,5.757543491201982,23.929248446444056,28.537288554321904,31.38928327515257,2.4222887837361202e-05,3.0985892657309563e-05,3.042238762428644e-05,0.00015908658399631082,-0.00014817853349822913,0.02480650917512143,-0.007472173084867436,73.78590993083783,0.03972324235319701,162.64598895006588
27.027027027027025,6996.527297751503,155.65057916917695,155.6415695852745,-0.25622610076059105,5.756504399263306,5.756317719324014,29.185772431656922,28.884658461774144,27.852436654317867,1.9221462125415423e-05,2.1144789214293977e-05,2.394055234400879e-05,0.001804960560780812,-0.0008866650346843748,-0.0049696313292050135,-0.008463469915126599,58.54189744062067,0.0472913297588464,156.62850101994218
32.432432432432435,6995.095307983155,186.78830093199593,186.74360154476264,-0.307240171676308,5.754921927826898,5.755297215255164,23.39420480647149,33.03957530559579,25.50861604235885,2.398697113540963e-05,3.0004102488842072e-05,2.266690515912177e-05,0.0061043981980949315,-0.0008155917712191499,-0.0008496659688814741,0.012366197421429753,86.91271919285329,0.04903554517971488,80.57280202773248
37.83783783783784,6993.255357423588,217.88054915018577,217.80793612854825,-0.3586275728721942,5.753648942757473,5.753760708694818,17.071871466152036,31.767268238106016,32.490058851522136,2.990002118066947e-05,2.1091639638265563e-05,2.1315493238841008e-05,-0.0003540743904535086,-0.00034986266307643744,-0.013321257652766474,-0.004626447418812982,17.304332421224345,0.047020671137351956,177.03851271646928
43.24324324324324,6991.117517092307,248.99789996136732,248.97838460902298,-0.4095344602957383,5.751955066381765,5.751930470433813,30.7003392324758,31.73285831305148,23.43581763474239,2.6525754179374863e-05,2.076186393751558e-05,2.4720517666932023e-05,-0.003680582821436807,0.0006495813316461732,-0.008095668020895723,-0.012630353535770663,85.93231630942601,0.05533693258372559,92.19421932923673
48.648648648648646,6988.815572838861,280.0054447061761,280.0790849736355,-0.4608435244081384,5.750131654898021,5.750054169251681,20.814549331924802,32.218351595831194,30.154596691834534,3.0740454331987166e-05,2.9092973091716067e-05,2.4607046020155904e-05,-0.004075893446596956,-0.0003427177768781444,0.01901913148662501,-0.0048512994209987,36.396518788794,0.0833061591654763,168.94783749724212
54.05405405405405,6986.136269938237,311.1737829756484,311.02753527914825,-0.5119412302128927,5.747907556212297,5.748065125307794,24.706397864476855,26.45689492407973,23.559686008243606,2.67087696035677e-05,2.9609681890038084e-05,2.6033388142695583e-05,-0.006115158020383546,0.0010784261944729466,-0.005220342898417564,-0.0033005273524400083,68.93701004513647,0.08373565366678198,123.32088616024129
59.45945945945946,6983.23079627898,342.1811934496705,342.13317723050756,-0.5629144909058362,5.745374335759196,5.745588246845933,27.232682534703557,25.160925435184197,27.155114790054466,1.850837030165549e-05,2.925704968381327e-05,2.435351271482246e-05,0.007875433243268653,-0.0009977577826593548,0.019192813001444594,0.015549627277257649,13.611591017043022,0.08184818203870123,159.73230238078492
64.86486486486487,6980.084583709903,373.32494131540653,373.1827211542859,-0.6142687182468703,5.74279871427345,5.742898091951521,25.998052092013914,29.364085415891672,24.432187176047744,1.2395764967136326e-05,1.8421012958909294e-05,2.4331861351366146e-05,-0.006465284794765146,-0.0012519222604734526,-0.012433622606798905,0.009248262123767373,64.86231666732407,0.01910123552048388,107.20814946103488
70.27027027027027,6976.519111155238,404.2218200377187,404.20928427356773,-0.6653483512691819,5.740072229240792,5.740028592908142,30.470897737607377,28.66040475716511,24.720739086735946,2.5744043808397952e-05,2.2670245109639746e-05,2.111652973513928e-05,0.008467711090082444,0.001926345405721134,-0.01053469034073277,0.011475206166322423,74.55445202686023,0.08197109229473327,102.0710895642164
75.67567567567568,6972.794842366375,435.3621874633872,435.3168630153255,-0.7163093230445864,5.736972540826668,5.736988108467899,27.395015716963794,23.4546688163087,23.11306741268895,2.3930367668244174e-05,2.9114942960016608e-05,2.9708095067757456e-05,0.00018999082259871003,-0.0006579581276655113,-0.0034123122102342114,0.00819973642346786,43.18751930550582,0.020822659613791913,176.20393984389983
81.08108108108108,6968.84345818626,466.287176310589,466.2675894644772,-0.7671611158890467,5.733623681654922,5.733630417710092,20.69345210151446,27.02411704404134,31.724270155903472,2.011527130309059e-05,2.5207709202819475e-05,2.538259031121856e-05,-0.0052125480685612955,-0.00131091200707216,-0.0006374992167917787,0.009462436716153141,29.386963473592623,0.021225139304703218,55.29533817711045
86.48648648648648,6964.535745131485,497.2281566699387,497.2475018280539,-0.8184005280658806,5.730107847869925,5.729945456298304,35.89281086995831,24.82451766607703,21.335369809457326,1.649686375174311e-05,1.963153576901268e-05,2.412778032857359e-05,0.006184072157441349,-0.0017420539417718304,0.009230872924501296,-0.006880821265803181,58.38676089431905,0.09530764944714648,196.2105420886261
91.89189189189189,6960.04141250962,528.2003097541964,528.1243109276788,-0.8694830809459925,5.726473215375462,5.7266078163667995,25.971667316691168,20.73033545769972,21.298838737256457,2.1326283932636455e-05,2.729158969562721e-05,2.1262853733753977e-05,-0.007274539247231183,0.001075103453808939,0.004507704171862659,-0.0019860215535348435,84.98717239920819,0.08374580602349872,147.22693373980601
97.29729729729729,6955.144292134144,559.1513679880106,559.1991562549308,-0.9201618699455948,5.722372975221596,5.722440276978803,24.26329886689247,31.45230370688175,35.604967829225544,2.4027542575676122e-05,2.142596370504265e-05,1.834043444804457e-05,0.006381840407282129,-0.00034130451466005926,-0.004163152573440278,-0.009899153130235488,39.119262246698575,0.059716942018120785,114.87250822991632
102.7027027027027,6950.0079423869,590.1093557712264,590.0261845541637,-0.9709420712612298,5.718210717226856,5.718259341077771,29.819627115277854,25.275996212650448,29.889237823271657,2.832938911853195e-05,3.397262424196106e-05,3.153982096274672e-05,0.002127261211917849,-0.0002537097350663985,-0.0013331580651810627,-0.0021048803053703336,32.72223677691516,0.08874731840300759,144.20817967256377
108.1081081081081,6944.765777466625,621.0117090379589,620.9885638950703,-1.021719300357564,5.714005104199022,5.713782319765227,26.24725472965036,35.24354128849426,13.074431506534818,2.5943155407839902e-05,3.2724207312091295e-05,2.7773193540659038e-05,-0.0059632468909192075,-0.00015920171158663958,-0.003190629197847001,0.00684104990934741,35.10417777739189,0.09904281782966766,68.41114196884742
